id,detail_id,option_text,type,score_value,option_type_id
606,130,عدم ادخال محاضرات في المناهج التدريسية خاصة بحقوق الانسان والتعامل مع المواطنين.,negative,,2
607,130,عدم ملاءمة المناهج والكراسات التدريبية لطبيعة واجبات المنتسبين ومستوى تأهيلهم.,negative,,2
608,131,انعكاس نتائج الدورات على أداء المنتسبين في مواقع العمل من خلال الفعاليات والواجبات اليومية.,positive,,1
609,131,عدم تحقيق الدورات التدريبية لأهدافها وانعكاس نتائجها على أداء المنتسبين في مواقع العمل الفعلية.,negative,,2
3328,219,توفر غرفة سيطرة نموذجية مجهزة بالخرائط والرموز والاحصائيات والسجلات الخاصة بها وليس لديها اتصال مع المنطقة الامنية.,negative,0.00,2
4670,302,عدم توفر ساحة نظامية لإيواء العجلات المحجوزة والسجلات الخاصة بها (مدامة ـ غير مدامة).,negative,0.00,2
4671,303,وجود عجلة خاصة لنقل الموقوفين بمواصفات أمنية مناسبة.,positive,0.00,1
613,133,عدم تصفير الأسلحة الخاصة بالرمي وعدم توفر الاعتدة الكافية.,negative,,2
614,133,يتم تنفيذ الرمي للمنتسبين وتصفير الاسلحة حسب خطة سنوية منظمة وموثقة بمحاضر رسمية.,positive,,1
615,133,عدم الالتزام بإعداد المحاضر الخاصة بالرمي وتوقيعها من قبل اللجنة المشرفة.,negative,,2
616,133,عدم الالتزام بتنفيذ الرمي الليلي وحسب التمارين المخصصة للمناطق الأمنية.,negative,,2
4672,303,تيسر عجلة خاصة لنقل الموقوفين بمواصفات أمنية مناسبة.,positive,0.00,1
4673,303,عدم تيسر عجلة خاصة لنقل الموقوفين بمواصفات أمنية مناسبة .,negative,0.00,2
4674,304,تم فتح سجل متابعة القضايا التحقيقية لكل ضابط تحقيق.,positive,0.00,1
4675,304,فتح سجل متابعة القضايا التحقيقية لكل ضابط تحقيق.,positive,0.00,1
4676,304,عدم فتح سجل متابعة القضايا التحقيقية لكل ضابط تحقيق.,negative,0.00,2
4677,305,يتم العمل بأجراء دور الاستلام وتسليم الاوراق التحقيقية بين الضباط المنقولين قبل اجراء الانفكاك.,positive,0.00,1
4678,305,عدم العمل بأجراء دور الاستلام وتسليم الاوراق التحقيقية بين الضباط المنقولين قبل اجراء الانفكاك.,negative,0.00,2
4679,311,عدم متابعة تسفير المحكومين للمؤسسات الاصلاحية.,negative,0.00,2
4680,311,يتم متابعة تسفير المحكومين للمؤسسات الاصلاحية.,positive,0.00,1
4681,310,مذكرات التوقيف والسجلات المطلوبة مدامة.,positive,0.00,1
4682,310,عدم  إدامة مذكرات التوقيف والسجلات المطلوبة,negative,0.00,2
4683,310,يتم متابعة مذكرات التوقيف والسجلات المطلوبة مفتوحة ومدامة.,positive,0.00,1
631,138,تم إجراء التدقيق الأمني لجميع أمناء المشاجب والمستودعات وتنظيم كفالاتهم القانونية بشكل أصولي.,positive,,1
632,138,لم يتم اجراء التدقيق الأمني لأمناء المشاجب والمستودعات.,negative,,2
633,138,عدم اكمال اجراءات التدقيق الأمني لأمناء المشاجب والمستودعات.,negative,,2
634,138,لم يتم تنظيم كفالات مالية وقانونية لأمناء المشاجب والمستودعات.,negative,,2
3918,694,الإشراف الميداني الفعال على الحوادث المهمة. (0 د),positive,0.00,1
3919,695,كفاءة إجراءات الإدامة للزوارق والآليات. (0 د),positive,0.00,1
3920,696,توفر وسائل السلامة الإلزامية في الزوارق (أطواق النجاة، النجادات، معدات الإسعافات الأولية، أجهزة الاتصال). (0 د),positive,0.00,1
4684,309,توفر الخدمات الصحية في المواقف التحقيقية.,positive,0.00,1
4685,309,توفر  الخدمات الصحية في المواقف التحقيقية.,positive,0.00,1
4686,309,عدم فتح سجلات الفحص الطبي والتغذية.,negative,0.00,2
4687,309,عدم سلامة وضمان التهوية والنظافة وسلامة الظروف البيئية (التشميس، الإضاءة، التدفئة، الطعام، المياه).,negative,0.00,2
4688,308,يتم متابعة توفر الخدمات الصحية في المواقف التحقيقية وتدقيق سجلات الفحص الطبي والتغذية وضمان التهوية والنظافة وسلامة الظروف البيئية (التشميس، الإضاءة، التدفئة، الطعام، المياه).,positive,0.00,1
4689,308,عدم متابعة توفر الخدمات الصحية في المواقف التحقيقية وتدقيق سجلات الفحص الطبي والتغذية وضمان التهوية والنظافة وسلامة الظروف البيئية (التشميس، الإضاءة، التدفئة، الطعام، المياه).,negative,0.00,2
4690,307,وجود مواقف احتجاز مناسبة.,positive,0.00,1
4691,307,وجود مواقف احتجاز ولكن  غير مناسب.,negative,0.00,2
4692,307,توافق  مواقف الاحتجاز مع الطاقة الاستيعابية المقرة قانوناً بما يضمن حقوق الانسان والسلامة الجسدية للموقوفين.,positive,0.00,1
4693,307,عدم توافق  مواقف الاحتجاز مع الطاقة الاستيعابية المقرة قانوناً بما يضمن حقوق الانسان والسلامة الجسدية للموقوفين.,negative,0.00,2
649,142,العمل بالبصمة الإلكترونية لتسجيل الحضور والانصراف وضبط انضباط الدوام بكفاءة عالية.,positive,,1
650,142,تعمل الشعبة بنظام البديل (50%) ويؤشر ذلك بسجل الحضور اليومي بشكل منظم.,positive,,1
651,142,عدم العمل بالبصمة الإلكترونية لتسجيل الحضور والانصراف والعمل بسجل ورقي عادي.,negative,,2
654,144,وجود متابعة الانضباط الوظيفي وحالات الغياب، واتخاذ الاجراءات القانونية بحق المتأخرين.,positive,,1
655,144,عدم متابعة الانضباط الوظيفي وحالات الغياب أو التقصير الإداري والسلوك الوظيفي.,negative,,2
3921,697,تكامل الغواصين المعتمدين وحالة شهاداتهم. (0 د),positive,0.00,1
3922,698,جاهزية وتوفر معدات الغوص الكاملة (بدلات، أجهزة تنفس، قناني أوكسجين، زعانف). (0 د),positive,0.00,1
3924,699,اشراك جميع منسوبي القسم بدورات قيادة الزوارق والقتال النهري لهذا العام والاعوام السابقة. (0 د),positive,0.00,1
3925,700,توفر سجلات ومحاضر التدريبات,positive,0.00,1
3926,701,توفر المباني المناسبة والمجهزة للنقاط الأمامية. (0 د),positive,0.00,1
3335,683,صلاحية أنظمة الإنذار والإنارة البديلة. (0 د),positive,0.00,1
3336,683,صلاحية أنظمة الإنذار والإنارة البديلة فعالة بشكل جيد.,positive,0.00,1
3337,683,انظمة الإنذار والإنارة البديلة تعمل جزئياً.,negative,0.00,2
3338,224,متوفرة ومحدثة ومنظمة.,positive,0.00,1
3339,224,متوفرة مع نواقص بسيطة.,negative,0.00,2
3340,224,متوفرة بشكل غير منتظم.,negative,0.00,2
3341,224,غير متوفرة.,negative,0.00,2
4327,708,المكان الملائم لمنام المنتسبين وتوفر الاسرة واجهزة التكييف والمجاميع الصحية الكافية.,positive,0.00,1
4328,708,المكان الخاص بمنام المنتسبين غير مناسب وقلة الاسرة واجهزة التكييف والمجاميع. (0 د),negative,0.00,2
4329,708,المكان الخاص بمنام المنتسبين غير مناسب ورديء. (0 د),negative,0.00,2
2315,526,المام ضابط الآليات بواجباته.,negative,,2
3342,226,اجراء ممارسة ميدانية لحادث افتراضي ضمن الوقت القياسي المعتمد وفحص (الجاهزية والاستجابة، وقت الاستجابة من تلقي البلاغ حتى انطلاق الفرقة، وقت الوصول إلى موقع الحادث، التقدير الصحيح للموقف من قبل قائد الفرقة).,negative,0.00,2
3343,226,استخدام صحيح وبشكل احترافي للتدخل الميداني ويشمل (الاستخدام الأمثل لمعدات الإطفاء والإنقاذ، التوزيع الصحيح لأدوار الفرق، تقديم الإسعافات الأولية وإنقاذ المصابين، التعامل مع الآثار الجرمية واستدعاء الخبراء).,negative,0.00,2
